"session_time","id","status","appointment_type","session_gender_single","session_type_single","session_gender_double_1","session_gender_double_2","session_type_double_1","session_type_double_2"
"2017-05-14 18:45:00",3142405,"completed","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-05-14 00:30:00",3143248,"completed","couples",NULL,NULL,"male","female","deep","deep"
"2017-05-14 03:15:00",3143377,"completed","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-06-02 15:00:00",3143622,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-14 01:15:00",3143794,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-14 03:00:00",3144355,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-14 22:30:00",3144704,"completed","couples",NULL,NULL,"either","either","deep","swedish"
"2017-05-15 02:00:00",3145564,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-14 12:30:00",3145891,"completed","couples",NULL,NULL,"male","female","swedish","deep"
"2017-05-14 13:45:00",3146070,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-14 19:00:00",3146103,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-15 19:00:00",3146153,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-14 15:45:00",3146160,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-14 17:00:00",3146202,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-14 15:30:00",3146416,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-14 17:30:00",3146452,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-14 20:30:00",3147079,"completed","couples",NULL,NULL,"either","either","swedish","swedish"
"2017-05-14 22:00:00",3147595,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-14 21:00:00",3147603,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-14 21:00:00",3147796,"completed","back_to_back","either",NULL,NULL,NULL,"deep","deep"
"2017-05-15 00:00:00",3148021,"completed","couples",NULL,NULL,"either","either","sports","sports"
"2017-05-14 23:00:00",3148614,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-14 23:45:00",3148901,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-15 02:00:00",3149627,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-15 01:45:00",3149724,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-15 02:30:00",3149882,"completed","single","male","swedish",NULL,NULL,NULL,NULL
"2017-05-15 02:45:00",3150011,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-16 03:30:00",3150031,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-15 18:00:00",3150781,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-15 12:00:00",3150897,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-15 12:00:00",3150905,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-15 14:45:00",3151591,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-16 00:30:00",3151873,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-15 20:30:00",3152264,"completed","couples",NULL,NULL,"female","female","deep","deep"
"2017-05-15 23:00:00",3152657,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-16 00:30:00",3152661,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-16 01:15:00",3153329,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-16 01:00:00",3153347,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-16 00:45:00",3153404,"completed","couples",NULL,NULL,"male","male","swedish","swedish"
"2017-05-16 00:45:00",3153419,"completed","couples",NULL,NULL,"female","male","swedish","swedish"
"2017-05-16 03:15:00",3154016,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-16 12:00:00",3154318,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-16 14:00:00",3154670,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-16 21:00:00",3156109,"completed","single","either","swedish",NULL,NULL,NULL,NULL
"2017-05-17 02:30:00",3156184,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-16 22:45:00",3156323,"completed","back_to_back","male",NULL,NULL,NULL,"deep","deep"
"2017-05-17 01:30:00",3156526,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-17 00:30:00",3156637,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-17 02:00:00",3157001,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-17 02:00:00",3157083,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-17 14:00:00",3157438,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-17 18:00:00",3158861,"completed","single","male","sports",NULL,NULL,NULL,NULL
"2017-05-19 00:00:00",3158959,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-18 17:15:00",3158994,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-17 19:30:00",3159010,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-21 02:15:00",3159407,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-18 01:00:00",3159583,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-18 01:00:00",3159623,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-18 00:45:00",3159923,"completed","single","male","swedish",NULL,NULL,NULL,NULL
"2017-05-18 01:00:00",3160004,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-21 14:00:00",3160395,"completed","back_to_back","either",NULL,NULL,NULL,"deep","deep"
"2017-05-19 02:15:00",3161924,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-18 23:30:00",3161947,"completed","couples",NULL,NULL,"female","male","swedish","deep"
"2017-05-19 00:30:00",3162027,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-19 01:30:00",3162031,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-18 23:30:00",3162234,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-18 23:15:00",3162915,"completed","single","female","sports",NULL,NULL,NULL,NULL
"2017-05-19 03:00:00",3163611,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-21 02:00:00",3165333,"completed","single","male","sports",NULL,NULL,NULL,NULL
"2017-05-20 14:30:00",3165451,"completed","couples",NULL,NULL,"female","either","swedish","swedish"
"2017-05-20 00:00:00",3165639,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-19 20:15:00",3165755,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-19 19:45:00",3165834,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-19 23:00:00",3166221,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-19 22:30:00",3166284,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-19 23:45:00",3166294,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-19 22:45:00",3166377,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-19 23:00:00",3166419,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-20 02:30:00",3167213,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-20 17:00:00",3168413,"completed","couples",NULL,NULL,"either","either","deep","deep"
"2017-05-20 13:30:00",3168448,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-21 15:00:00",3168924,"completed","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-05-20 17:00:00",3168957,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-20 15:30:00",3169045,"completed","back_to_back","female",NULL,NULL,NULL,"swedish","swedish"
"2017-05-20 20:45:00",3170211,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-22 16:30:00",3170323,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-22 00:00:00",3170780,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-21 00:00:00",3170828,"completed","couples",NULL,NULL,"either","either","deep","deep"
"2017-05-21 00:00:00",3171026,"completed","couples",NULL,NULL,"either","either","sports","sports"
"2017-05-21 14:30:00",3171110,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-21 00:45:00",3171205,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-24 20:00:00",3171343,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-21 20:30:00",3172722,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-21 14:30:00",3173202,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-22 01:00:00",3173784,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-21 23:30:00",3174685,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-21 22:00:00",3174691,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-22 00:00:00",3174803,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-21 22:15:00",3174925,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-22 00:30:00",3174980,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-22 01:00:00",3175014,"completed","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-05-21 22:30:00",3175044,"completed","single","male","swedish",NULL,NULL,NULL,NULL
"2017-05-21 22:30:00",3175045,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-22 00:45:00",3175210,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-21 23:45:00",3175269,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-22 01:30:00",3175833,"completed","single","female","sports",NULL,NULL,NULL,NULL
"2017-05-22 15:00:00",3175902,"completed","couples",NULL,NULL,"female","female","swedish","deep"
"2017-05-22 02:15:00",3176043,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-22 03:30:00",3176324,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-22 17:00:00",3177523,"completed","single","female","sports",NULL,NULL,NULL,NULL
"2017-05-22 23:00:00",3178132,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-22 19:30:00",3178224,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-22 22:00:00",3178636,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-22 23:00:00",3178723,"completed","single","male","swedish",NULL,NULL,NULL,NULL
"2017-05-22 22:45:00",3178916,"completed","couples",NULL,NULL,"either","female","deep","deep"
"2017-05-23 03:30:00",3179129,"completed","couples",NULL,NULL,"female","female","deep","deep"
"2017-05-23 00:30:00",3179257,"completed","back_to_back","male",NULL,NULL,NULL,"deep","deep"
"2017-05-23 00:45:00",3179334,"completed","couples",NULL,NULL,"female","female","swedish","sports"
"2017-05-23 01:30:00",3179528,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-23 02:15:00",3179700,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-23 03:30:00",3179951,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-23 03:30:00",3179962,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-27 00:00:00",3182476,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-24 01:45:00",3182589,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-24 00:30:00",3182592,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-24 01:30:00",3182670,"completed","single","male","sports",NULL,NULL,NULL,NULL
"2017-05-24 01:00:00",3182681,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-24 03:15:00",3183176,"completed","single","male","swedish",NULL,NULL,NULL,NULL
"2017-05-24 03:15:00",3183277,"completed","couples",NULL,NULL,"either","either","swedish","swedish"
"2017-05-24 03:45:00",3183289,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-24 03:00:00",3183298,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-24 03:30:00",3183309,"completed","single","either","swedish",NULL,NULL,NULL,NULL
"2017-05-24 14:30:00",3183897,"completed","couples",NULL,NULL,"male","male","deep","deep"
"2017-05-26 17:00:00",3184350,"completed","couples",NULL,NULL,"female","either","swedish","swedish"
"2017-05-24 19:30:00",3184537,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-24 17:15:00",3184667,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-24 21:30:00",3184959,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-24 21:00:00",3185028,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-24 20:00:00",3185099,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-24 20:45:00",3185181,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-24 23:45:00",3185336,"completed","couples",NULL,NULL,"female","female","deep","sports"
"2017-05-25 00:30:00",3185613,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-24 23:15:00",3185648,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-24 23:15:00",3185684,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-25 01:45:00",3186165,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-25 02:45:00",3186427,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-25 02:45:00",3186449,"completed","back_to_back","female",NULL,NULL,NULL,"swedish","swedish"
"2017-05-25 23:30:00",3186725,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-26 01:15:00",3187520,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-25 17:00:00",3187649,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-25 17:00:00",3187816,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-26 13:00:00",3188318,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-25 23:30:00",3188522,"completed","back_to_back","female",NULL,NULL,NULL,"deep","deep"
"2017-05-25 21:45:00",3188574,"completed","single","male","sports",NULL,NULL,NULL,NULL
"2017-05-26 00:45:00",3189204,"completed","back_to_back","male",NULL,NULL,NULL,"deep","deep"
"2017-05-26 01:15:00",3189344,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-28 16:00:00",3189523,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-26 02:30:00",3189581,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-26 03:15:00",3189790,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-28 17:00:00",3190173,"completed","couples",NULL,NULL,"female","male","deep","swedish"
"2017-05-26 14:15:00",3191091,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-27 18:00:00",3191922,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-27 00:00:00",3192940,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-27 00:30:00",3192990,"completed","back_to_back","female",NULL,NULL,NULL,"swedish","swedish"
"2017-05-27 02:45:00",3193141,"completed","single","male","swedish",NULL,NULL,NULL,NULL
"2017-05-27 00:15:00",3193161,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-27 01:30:00",3193459,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-29 23:00:00",3194857,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-28 18:00:00",3195746,"completed","couples",NULL,NULL,"female","female","deep","deep"
"2017-05-27 18:00:00",3196172,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-28 03:45:00",3196200,"completed","single","male","swedish",NULL,NULL,NULL,NULL
"2017-05-29 03:45:00",3196553,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-28 15:30:00",3196567,"completed","back_to_back","either",NULL,NULL,NULL,"deep","deep"
"2017-05-27 20:00:00",3196592,"completed","single","female","sports",NULL,NULL,NULL,NULL
"2017-05-27 19:00:00",3196719,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-27 22:30:00",3197105,"completed","back_to_back","male",NULL,NULL,NULL,"deep","deep"
"2017-05-27 22:00:00",3197192,"completed","couples",NULL,NULL,"male","male","swedish","deep"
"2017-05-28 01:00:00",3197610,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-27 23:30:00",3197979,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-27 23:45:00",3198306,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-28 01:30:00",3198631,"completed","single","either","swedish",NULL,NULL,NULL,NULL
"2017-05-28 02:00:00",3198961,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-28 14:30:00",3200407,"completed","back_to_back","female",NULL,NULL,NULL,"deep","deep"
"2017-05-28 17:30:00",3201482,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-03 00:00:00",3201598,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-28 18:45:00",3202120,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-28 22:00:00",3202230,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-29 00:45:00",3204148,"completed","couples",NULL,NULL,"female","female","deep","deep"
"2017-05-29 14:30:00",3204490,"completed","couples",NULL,NULL,"either","either","deep","swedish"
"2017-05-29 03:00:00",3205014,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-29 17:45:00",3207291,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-29 23:00:00",3207709,"completed","couples",NULL,NULL,"female","either","swedish","swedish"
"2017-05-29 20:45:00",3207986,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-29 21:30:00",3208200,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-30 00:00:00",3208614,"completed","couples",NULL,NULL,"female","female","sports","swedish"
"2017-05-30 00:00:00",3208705,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-30 21:00:00",3208849,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-30 01:30:00",3209348,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-30 03:30:00",3209944,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-30 17:15:00",3211451,"completed","single","female","sports",NULL,NULL,NULL,NULL
"2017-05-30 17:30:00",3211578,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-30 17:45:00",3211623,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-30 23:00:00",3212338,"completed","single","either","sports",NULL,NULL,NULL,NULL
"2017-05-30 22:00:00",3212467,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-30 22:15:00",3212566,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-31 00:15:00",3212669,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-31 00:30:00",3212940,"completed","couples",NULL,NULL,"female","female","deep","swedish"
"2017-05-31 00:30:00",3213006,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-31 00:30:00",3213010,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-31 01:45:00",3213142,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-01 23:15:00",3213885,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-05-31 03:45:00",3214039,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-05-31 18:00:00",3215455,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-01 22:00:00",3215617,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-05-31 23:00:00",3215708,"completed","back_to_back","male",NULL,NULL,NULL,"deep","deep"
"2017-06-01 00:30:00",3215778,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-05-31 20:45:00",3215851,"completed","back_to_back","female",NULL,NULL,NULL,"deep","deep"
"2017-05-31 21:45:00",3215917,"completed","couples",NULL,NULL,"either","male","sports","sports"
"2017-05-31 23:00:00",3216352,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-01 01:30:00",3216549,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-06-01 02:00:00",3216656,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-01 01:45:00",3216909,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-06-06 15:00:00",3217046,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-03 20:00:00",3217260,"completed","couples",NULL,NULL,"female","female","deep","deep"
"2017-06-01 03:45:00",3217333,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-01 14:00:00",3218429,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-06-01 16:00:00",3218658,"completed","single","female","sports",NULL,NULL,NULL,NULL
"2017-06-02 00:30:00",3218968,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-01 20:00:00",3219161,"completed","single","male","swedish",NULL,NULL,NULL,NULL
"2017-06-01 22:15:00",3219475,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-01 23:30:00",3219513,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-02 13:30:00",3220161,"completed","couples",NULL,"swedish","female","either","swedish","swedish"
"2017-06-18 14:30:00",3220193,"completed","back_to_back","female",NULL,NULL,NULL,"deep","deep"
"2017-06-02 02:15:00",3220225,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-02 03:00:00",3220457,"completed","back_to_back","female",NULL,NULL,NULL,"deep","deep"
"2017-07-02 01:00:00",3220794,"completed","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-06-02 13:45:00",3221258,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-02 14:00:00",3221286,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-03 00:00:00",3221521,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-02 19:30:00",3221880,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-03 00:15:00",3222137,"completed","couples",NULL,NULL,"female","female","deep","deep"
"2017-06-03 15:30:00",3222196,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-02 21:00:00",3222622,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-03 02:30:00",3222894,"completed","single","male","swedish",NULL,NULL,NULL,NULL
"2017-06-03 00:30:00",3223293,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-06-03 22:00:00",3223528,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-06-03 02:00:00",3223762,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-03 02:45:00",3224009,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-09 21:30:00",3224069,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-03 12:45:00",3225469,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-03 17:30:00",3225941,"completed","single","male","swedish",NULL,NULL,NULL,NULL
"2017-06-03 19:30:00",3225965,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-03 18:00:00",3226195,"completed","single","male","swedish",NULL,NULL,NULL,NULL
"2017-06-04 01:30:00",3226228,"completed","single","male","swedish",NULL,NULL,NULL,NULL
"2017-06-03 19:15:00",3226253,"completed","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-06-03 21:00:00",3226272,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-03 20:30:00",3226654,"completed","couples",NULL,NULL,"female","female","swedish","swedish"
"2017-06-03 23:30:00",3227202,"completed","single","female","sports",NULL,NULL,NULL,NULL
"2017-06-04 01:45:00",3227384,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-04 14:30:00",3227493,"completed","couples",NULL,NULL,"either","male","deep","sports"
"2017-06-04 03:30:00",3227827,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-04 01:30:00",3227877,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-04 02:30:00",3227921,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-04 02:00:00",3227977,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-06-04 14:30:00",3229632,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-06-04 20:00:00",3230520,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-06-04 19:30:00",3230568,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-04 19:45:00",3230730,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-04 21:30:00",3230752,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-06-04 20:00:00",3230783,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-05 01:30:00",3230826,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-06-04 21:15:00",3231088,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-04 21:30:00",3231170,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-18 16:30:00",3231474,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-04 22:45:00",3231481,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-06-05 23:30:00",3231588,"completed","couples",NULL,NULL,"male","female","swedish","prenatal"
"2017-06-05 01:15:00",3231598,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-06-05 03:00:00",3232033,"completed","single","male","sports",NULL,NULL,NULL,NULL
"2017-06-05 02:15:00",3232228,"completed","couples",NULL,NULL,"male","female","deep","deep"
"2017-06-05 02:45:00",3232511,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-05 03:00:00",3232650,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-06-05 03:15:00",3232756,"completed","single","either","sports",NULL,NULL,NULL,NULL
"2017-06-05 18:00:00",3233305,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-12 17:00:00",3233960,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-05 15:00:00",3233963,"completed","single","male","swedish",NULL,NULL,NULL,NULL
"2017-06-05 20:30:00",3234690,"completed","couples",NULL,NULL,"female","female","deep","deep"
"2017-06-05 22:30:00",3234991,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-06-06 01:30:00",3235239,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-07 16:00:00",3235462,"completed","single","male","swedish",NULL,NULL,NULL,NULL
"2017-06-06 00:45:00",3235474,"completed","couples",NULL,NULL,"female","female","deep","deep"
"2017-06-06 02:30:00",3235806,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-06 15:00:00",3236363,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-06 22:30:00",3236433,"completed","couples",NULL,NULL,"either","either","deep","deep"
"2017-06-09 18:00:00",3237357,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-06 21:30:00",3237658,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-06 19:45:00",3237735,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-06-07 02:00:00",3237764,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-06 22:45:00",3238142,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-07 00:00:00",3238290,"completed","single","female","deep",NULL,NULL,NULL,NULL
"2017-06-07 00:00:00",3238317,"completed","single","male","deep",NULL,NULL,NULL,NULL
"2017-06-07 01:30:00",3238635,"completed","couples",NULL,NULL,"male","female","deep","deep"
"2017-06-07 02:00:00",3238916,"completed","single","female","swedish",NULL,NULL,NULL,NULL
"2017-06-07 02:00:00",3238936,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-07 22:00:00",3238985,"completed","single","either","deep",NULL,NULL,NULL,NULL
"2017-06-07 02:15:00",3239111,"completed","couples",NULL,NULL,"female","female","deep","deep"
