user_id,interval_between_bookings,not_book_interval,rank
32214,144,144,C
32310,0,0,C
32491,8,8,B
32498,0,0,B
32596,31,31,C
32706,44,44,C
32919,76,76,B
33095,5,5,B
33140,5,5,A
33537,27,27,A
33559,7,7,B
33887,83,83,B
33985,8,8,B
34128,0,0,A
34779,32,32,B
34808,51,51,B
34870,44,44,A
35099,3,3,A
35549,5,5,B
35628,99,99,B
35724,7,7,C
35841,0,0,B
36118,9,9,A
37428,56,56,C
37450,3,3,A
37580,37,37,B
37605,7,7,B
37636,52,52,B
37722,38,38,A
37878,173,173,B
38027,126,126,B
38425,2,2,C
38650,28,28,A
38658,7,7,B
39250,0,0,B
39398,5,5,B
39882,23,23,A
39943,6,6,A
39963,26,26,A
40136,160,160,B
40240,14,14,A
40729,44,44,B
40995,3,3,B
41146,155,155,C
41169,125,125,B
41417,14,14,A
41820,7,7,B
41930,18,18,AA
42061,22,22,A
42150,22,22,B
42308,33,33,B
42789,20,20,AA
42906,3,3,B
43019,50,50,A
43136,35,35,B
43600,265,265,C
43892,29,29,B
43956,199,199,C
44001,97,97,C
44036,39,39,B
44158,1,1,A
44306,38,38,AA
44320,55,55,B
44510,84,84,C
45171,70,70,C
45181,53,53,C
45210,12,12,B
45223,20,20,B
45390,34,34,A
45427,13,13,B
45704,195,195,B
45860,4,4,B
46030,6,6,B
46134,170,170,C
46262,35,35,B
46558,16,16,B
46611,129,129,B
46643,141,141,B
47067,12,12,AA
47350,110,110,B
47784,110,110,B
47886,138,138,C
47928,8,8,B
48392,0,0,B
48493,44,44,AA
48788,27,27,C
49064,84,84,C
49203,228,228,C
49327,42,42,B
49587,5,5,C
49631,21,21,C
49856,31,31,B
49983,31,31,B
49987,8,8,B
50121,25,25,C
50282,0,0,B
50403,171,171,C
50750,2,2,A
50938,15,15,B
51356,4,4,B
51417,219,219,C
51498,110,110,B
51670,84,84,C
52113,97,97,B
52658,1,1,B
52740,162,162,B
52792,15,15,AA
53101,20,20,A
53286,28,28,B
53535,44,44,B
53729,49,49,B
53957,21,21,B
54117,21,21,A
54281,20,20,B
54492,82,82,B
54529,8,8,B
54797,11,11,A
54856,39,39,A
54996,5,5,B
55063,28,28,A
55162,63,63,B
55268,35,35,A
55422,39,39,B
55604,97,97,C
55646,76,76,B
56014,92,92,B
56884,42,42,B
56893,23,23,B
57076,7,7,C
57136,15,15,A
57385,4,4,B
57557,40,40,C
57659,13,13,A
57748,60,60,B
57885,119,119,C
58223,56,56,A
58232,48,48,B
58268,25,25,A
58421,83,83,C
58473,8,8,B
59422,142,142,B
59769,129,129,B
59851,79,79,B
60169,47,47,C
60217,24,24,AA
60239,1,1,B
60261,29,29,B
60269,7,7,A
60437,7,7,C
60531,83,83,B
60717,54,54,B
61070,2,2,AAA
61126,0,0,C
61285,5,5,C
61394,8,8,C
61419,148,148,B
61436,77,77,B
61480,0,0,B
61659,29,29,B
61695,1,1,AA
62010,2,2,B
62048,48,48,B
62162,77,77,B
62888,111,111,B
63181,181,181,B
63182,1,1,AAA
63284,5,5,B
63564,10,10,A
63755,110,110,B
63769,22,22,B
63835,6,6,A
64144,7,7,B
64210,14,14,B
64268,111,111,B
64431,18,18,C
64998,146,146,B
65146,3,3,B
65426,62,62,B
65630,16,16,B
66757,59,59,C
67496,70,70,C
67585,88,88,B
67911,49,49,B
68076,4,4,AA
69170,187,187,B
69525,3,3,B
69529,2,2,B
70097,43,43,B
70152,150,150,C
70512,86,86,A
70639,6,6,B
70645,91,91,B
70687,19,19,B
70965,114,114,C
71035,17,17,B
71870,50,50,B
71978,15,15,B
71979,127,127,B
72061,23,23,AA
72113,47,47,C
72144,9,9,A
72255,43,43,B
72503,14,14,C
72822,147,147,C
73028,33,33,B
73552,234,234,C
73866,10,10,AA
74015,29,29,B
74383,16,16,B
74438,152,152,B
74576,118,118,B
74623,1,1,B
74880,76,76,B
74900,24,24,B
75412,14,14,C
75587,41,41,B
75746,0,0,A
75973,40,40,B
76004,11,11,C
76080,6,6,A
76171,33,33,B
76188,34,34,B
76201,0,0,B
76203,31,31,B
76347,35,35,B
76447,0,0,AA
76482,11,11,B
76628,106,106,B
76663,278,278,C
76699,10,10,B
76701,103,103,B
76973,19,19,B
77129,5,5,AA
77237,6,6,A
77333,23,23,B
77505,104,104,B
77667,33,33,C
77679,139,139,B
77706,7,7,B
78118,1,1,AA
78120,24,24,AA
78240,144,144,B
78335,48,48,B
78412,115,115,B
78531,119,119,C
78534,6,6,C
78599,151,151,B
78960,62,62,B
79072,26,26,B
79237,84,84,A
79420,0,0,B
79978,21,21,A
80199,190,190,C
80427,165,165,C
80483,115,115,B
80892,63,63,B
81134,19,19,A
81147,76,76,C
81314,13,13,B
81502,17,17,B
81787,139,139,C
81994,242,242,C
82164,84,84,B
82222,122,122,C
82282,238,238,C
83034,9,9,B
83404,0,0,B
83441,0,0,A
83524,7,7,A
83882,9,9,B
84096,185,185,B
84106,40,40,A
84304,35,35,C
84344,10,10,B
84421,19,19,B
84772,116,116,B
84784,96,96,C
85557,1,1,A
85751,3,3,B
85873,3,3,C
86258,18,18,A
86412,55,55,B
86449,118,118,B
86472,99,99,B
86607,161,161,C
86631,164,164,B
86668,62,62,C
86919,1,1,AA
87153,12,12,B
87507,119,119,B
87881,84,84,B
87927,0,0,A
87933,28,28,B
88040,6,6,A
88219,200,200,C
88228,65,65,B
88483,102,102,B
88489,34,34,AA
88681,19,19,B
89043,7,7,A
89077,20,20,A
89098,9,9,B
89715,65,65,B
90522,45,45,A
90546,32,32,B
90895,129,129,C
90941,48,48,B
91304,24,24,B
91446,16,16,B
91466,17,17,A
91582,2,2,AA
91709,55,55,B
91891,73,73,B
91936,6,6,B
92059,19,19,B
92195,69,69,B
92267,260,260,C
92807,17,17,C
93037,55,55,B
93096,6,6,AA
93549,59,59,B
93644,10,10,A
93871,134,134,B
93947,28,28,B
94061,19,19,C
94496,43,43,B
94504,5,5,C
94819,9,9,B
94978,14,14,A
94997,40,40,B
95099,47,47,B
95168,21,21,C
95277,126,126,C
95504,15,15,A
95628,12,12,B
95646,40,40,B
95872,41,41,A
95935,21,21,A
96067,12,12,AA
96225,6,6,A
96361,161,161,C
96527,67,67,B
96620,33,33,B
96907,11,11,AA
97277,27,27,C
97294,344,344,B
97520,6,6,B
97598,6,6,AA
97702,20,20,B
97882,61,61,B
98046,18,18,C
98137,15,15,B
98146,306,306,C
98480,35,35,B
99011,89,89,B
99083,34,34,B
99174,24,24,B
99201,21,21,B
99313,83,83,B
99466,23,23,B
99608,34,34,B
99688,29,29,B
99898,0,0,B
100003,1,1,A
101154,252,252,C
101157,145,145,B
101330,8,8,C
101579,2,2,A
101713,11,11,AA
102599,31,31,B
102870,20,20,B
102982,12,12,B
103600,67,67,C
104173,32,32,A
104843,30,30,A
105086,58,58,B
105285,10,10,A
105732,141,141,B
105770,7,7,B
105826,2,2,AA
106032,43,43,C
106061,117,117,B
106114,2,2,B
106390,6,6,B
106442,14,14,A
106477,20,20,A
106571,6,6,A
106617,9,9,A
106833,6,6,B
107250,54,54,B
107510,39,39,B
107538,13,13,B
107626,24,24,B
107780,52,52,B
108433,5,5,B
108519,19,19,B
108784,79,79,B
108817,49,49,B
108996,36,36,B
109049,35,35,A
109863,18,18,B
110009,83,83,B
110205,267,267,C
110398,31,31,B
110515,103,103,B
110672,14,14,B
110702,0,0,A
110787,57,57,C
110851,2,2,B
111362,75,75,C
111563,59,59,B
111714,15,15,C
112460,189,189,B
112663,13,13,A
112855,18,18,B
112999,74,74,C
113094,55,55,B
113115,13,13,AA
113364,7,7,B
113763,180,180,B
113898,64,64,B
113913,28,28,C
114331,3,3,A
114542,4,4,A
115224,45,45,B
115699,11,11,C
115837,93,93,C
115913,9,9,B
116888,120,120,C
116919,36,36,B
116948,70,70,C
117452,79,79,A
117775,6,6,A
117995,94,94,C
118003,41,41,B
118104,0,0,AA
118135,52,52,A
118163,56,56,B
118413,48,48,C
118519,13,13,B
118985,31,31,C
119107,8,8,A
119234,31,31,AA
119314,0,0,AA
119407,25,25,B
119434,6,6,A
119570,193,193,B
119946,11,11,AA
120011,69,69,C
120498,31,31,B
120657,6,6,B
120927,0,0,A
120985,34,34,A
121205,4,4,A
121258,63,63,B
121575,7,7,A
121654,49,49,B
121958,62,62,B
122111,28,28,B
122183,89,89,B
122233,9,9,B
122268,50,50,A
122329,29,29,B
122341,34,34,C
123340,52,52,B
123361,21,21,C
123930,5,5,B
124009,0,0,A
124132,33,33,B
124203,87,87,B
124553,179,179,C
124757,78,78,B
125029,49,49,C
125371,59,59,B
125515,156,156,B
125554,74,74,B
126118,0,0,B
126122,173,173,C
126309,43,43,B
126386,120,120,B
126557,13,13,B
126661,52,52,B
126666,0,0,B
126696,102,102,B
126901,29,29,A
126902,34,34,B
126979,43,43,B
126995,3,3,AA
127054,33,33,B
127423,44,44,AA
127639,24,24,AA
127678,27,27,C
127934,98,98,B
128206,23,23,A
129485,21,21,B
129734,10,10,B
129918,152,152,C
129969,36,36,B
130101,167,167,B
130662,0,0,B
130684,66,66,B
130726,106,106,B
131051,92,92,B
131425,21,21,B
131691,11,11,B
131693,22,22,B
132643,0,0,C
132652,37,37,B
132693,99,99,C
132809,3,3,A
133136,34,34,B
133152,47,47,B
133229,67,67,C
133247,3,3,A
133511,212,212,B
133612,16,16,A
133722,4,4,A
133771,5,5,C
134010,146,146,B
134088,19,19,B
134402,101,101,B
134471,30,30,B
134499,34,34,B
134813,2,2,AA
135052,20,20,B
135385,124,124,C
135491,6,6,A
135596,144,144,C
135853,17,17,C
136080,123,123,C
136105,13,13,B
136515,35,35,B
136809,100,100,C
136846,112,112,B
137812,129,129,C
138010,30,30,B
138235,8,8,B
138751,0,0,B
138906,58,58,B
139006,29,29,C
139675,16,16,B
139734,16,16,AA
139952,154,154,C
140081,15,15,B
140241,0,0,A
140321,14,14,C
140344,20,20,B
140894,38,38,B
141066,127,127,C
141527,17,17,B
141562,47,47,B
142041,1,1,B
142268,286,286,C
142303,29,29,B
142309,7,7,B
142409,0,0,A
143028,7,7,B
143186,162,162,C
143679,6,6,A
144268,155,155,B
144381,29,29,A
144491,54,54,B
144747,5,5,B
144773,98,98,B
144841,80,80,B
144888,40,40,B
145338,18,18,AA
145368,164,164,B
145816,35,35,B
145821,66,66,B
145862,0,0,B
146110,66,66,C
146296,13,13,B
146862,17,17,A
147246,24,24,C
147674,4,4,B
147771,36,36,A
148178,13,13,A
148330,63,63,B
148346,37,37,B
148445,1,1,AA
148521,18,18,C
148681,6,6,A
148884,111,111,B
148978,28,28,AA
149176,160,160,B
149592,57,57,C
149643,40,40,C
149877,20,20,B
149938,1,1,B
150033,0,0,C
150193,1,1,A
150545,56,56,A
150755,46,46,B
150793,23,23,B
151125,48,48,B
151648,25,25,B
151727,2,2,A
152904,26,26,B
153217,12,12,B
153240,113,113,B
153748,1,1,B
154258,2,2,C
154320,273,273,C
154585,42,42,B
154616,0,0,B
155360,0,0,C
155489,16,16,C
155605,87,87,B
155662,69,69,B
155988,84,84,C
156676,0,0,C
156683,36,36,A
156783,97,97,C
157065,9,9,AA
157245,17,17,B
157417,5,5,B
157516,24,24,B
157587,16,16,B
157596,55,55,B
157662,118,118,B
157698,0,0,B
157901,4,4,B
157903,5,5,B
157935,50,50,B
158123,15,15,A
158607,24,24,B
158769,91,91,B
158788,131,131,B
158834,45,45,B
158911,171,171,B
159180,9,9,B
159301,0,0,AA
159466,28,28,B
159653,21,21,B
159989,54,54,B
160027,41,41,B
160091,0,0,B
160254,6,6,B
160304,154,154,B
160524,69,69,C
160773,4,4,B
160871,13,13,A
161205,6,6,A
161267,79,79,B
161458,21,21,AA
161577,13,13,AA
161761,7,7,AA
162074,110,110,C
162163,97,97,C
163118,94,94,B
163194,119,119,B
163217,2,2,B
163234,7,7,A
163276,175,175,B
163700,91,91,C
164191,14,14,AA
164224,306,306,C
164239,44,44,B
164276,216,216,B
164320,26,26,B
164462,215,215,C
164543,71,71,C
164724,48,48,A
164895,3,3,AA
164896,41,41,AAA
164898,44,44,B
165023,27,27,C
165289,4,4,B
165476,6,6,B
165654,111,111,C
165722,13,13,B
165738,72,72,C
165995,1,1,AA
166181,25,25,B
166213,44,44,B
166448,7,7,B
166630,40,40,B
166650,140,140,C
166972,94,94,B
166992,30,30,A
167126,27,27,B
167284,5,5,B
167496,35,35,A
167888,8,8,A
168191,6,6,A
168310,167,167,C
168345,91,91,B
169010,96,96,B
169031,33,33,A
169064,76,76,A
169321,77,77,A
169633,80,80,B
169637,163,163,C
169676,47,47,C
169956,32,32,C
170035,47,47,B
170290,85,85,C
170484,29,29,B
171020,71,71,B
171603,38,38,B
171869,75,75,B
171949,4,4,A
172160,66,66,B
172430,17,17,B
172449,61,61,C
172526,9,9,A
172705,39,39,B
172744,151,151,C
172979,49,49,B
173019,16,16,C
173025,50,50,B
173236,46,46,B
173338,152,152,C
173535,223,223,C
173551,97,97,B
173612,8,8,AA
173750,118,118,C
173785,78,78,B
174047,56,56,B
174147,11,11,B
174168,18,18,A
174481,33,33,B
174589,5,5,A
174708,107,107,B
174803,5,5,A
174971,62,62,B
175510,4,4,B
175521,51,51,B
175887,165,165,C
176731,237,237,C
176883,43,43,C
177246,12,12,B
177274,0,0,A
177465,27,27,C
177505,135,135,B
177537,30,30,B
177607,28,28,C
177761,137,137,B
177803,45,45,B
178015,25,25,B
178047,0,0,C
178090,293,293,C
178257,23,23,B
178268,27,27,B
178359,125,125,C
178595,40,40,B
178770,0,0,C
178895,10,10,B
178899,36,36,A
178942,0,0,B
180279,18,18,B
180389,170,170,C
180420,43,43,B
180698,76,76,B
180768,26,26,AA
180882,13,13,B
180912,71,71,B
181087,75,75,B
181138,214,214,C
181141,21,21,AA
181310,13,13,C
181536,2,2,A
181835,17,17,B
181853,6,6,B
181880,111,111,C
181971,61,61,B
181975,23,23,B
182092,169,169,B
182714,5,5,B
182754,89,89,B
182937,99,99,A
183003,56,56,A
183369,7,7,C
183437,38,38,B
183523,8,8,B
183734,56,56,B
183829,203,203,C
183927,51,51,C
183972,76,76,B
184006,177,177,B
184165,27,27,C
184497,7,7,A
184702,28,28,C
184886,0,0,B
185070,0,0,B
185198,5,5,B
185367,15,15,B
185477,10,10,B
185503,126,126,B
185573,81,81,C
185604,1,1,B
185713,6,6,B
186030,20,20,B
186184,223,223,C
186229,2,2,B
186309,21,21,B
186589,7,7,B
186637,86,86,B
186639,68,68,C
186826,9,9,B
186948,12,12,B
187052,230,230,B
187067,32,32,B
187177,92,92,B
187233,1,1,AA
187295,90,90,B
187318,14,14,AA
187371,114,114,B
187396,41,41,B
187440,56,56,B
187642,112,112,B
187979,84,84,B
188056,5,5,A
188075,99,99,B
188116,85,85,B
188153,16,16,B
188425,6,6,AA
188644,84,84,C
188823,266,266,C
188886,74,74,B
189055,40,40,A
189523,13,13,B
189543,1,1,A
189607,32,32,B
189898,22,22,C
190014,52,52,B
190281,2,2,B
190475,10,10,B
190613,48,48,A
190750,81,81,C
190892,6,6,B
190959,63,63,C
191320,188,188,C
191596,71,71,B
191621,8,8,AA
191659,122,122,B
191764,41,41,B
191799,114,114,B
191825,25,25,B
192002,137,137,C
192191,13,13,B
192401,130,130,B
192546,7,7,B
192553,4,4,B
192637,17,17,AA
192740,83,83,B
192815,25,25,B
192823,13,13,A
192872,8,8,B
192930,11,11,A
193038,7,7,C
193057,49,49,B
193161,6,6,B
193354,6,6,C
193423,25,25,A
193455,198,198,B
193721,101,101,B
193754,161,161,B
193851,31,31,C
193865,34,34,B
193917,81,81,B
194260,222,222,B
194294,85,85,A
194385,2,2,C
194474,7,7,B
194590,13,13,C
194789,0,0,B
194930,50,50,B
195067,108,108,B
195119,77,77,B
195675,7,7,B
195927,90,90,B
196087,26,26,C
196420,42,42,B
196477,151,151,C
196736,11,11,B
196933,10,10,B
197332,111,111,B
197612,4,4,B
197711,139,139,C
197914,138,138,C
198048,16,16,B
198292,54,54,B
198373,63,63,C
198441,38,38,B
199286,8,8,B
199513,28,28,B
199645,41,41,A
199789,17,17,B
199893,21,21,B
200062,163,163,C
200875,45,45,A
200930,147,147,B
201311,5,5,AA
201478,7,7,B
201720,188,188,C
201722,0,0,B
201762,8,8,B
201917,63,63,B
201931,110,110,C
202154,0,0,B
202159,36,36,B
202320,82,82,B
202404,28,28,B
202608,50,50,C
202710,56,56,B
203121,18,18,A
203122,26,26,A
203513,76,76,C
203524,113,113,C
203916,77,77,C
204042,14,14,A
204143,44,44,B
204329,31,31,C
204605,23,23,B
204800,16,16,B
204919,5,5,B
205042,48,48,AA
205283,137,137,B
205292,5,5,A
205318,43,43,B
205370,29,29,C
205791,182,182,B
205798,5,5,A
205831,20,20,B
205929,55,55,B
205992,162,162,C
206175,42,42,C
206235,0,0,A
206352,14,14,C
206400,18,18,A
206535,3,3,AA
206602,32,32,B
206672,161,161,B
206841,15,15,A
207141,27,27,A
207320,80,80,C
207402,48,48,A
207411,244,244,C
207488,104,104,C
207562,66,66,B
207649,167,167,C
207676,311,311,C
208147,54,54,B
208384,33,33,B
208450,42,42,C
208687,138,138,B
208707,55,55,AA
208783,8,8,A
208786,29,29,AA
208808,135,135,B
208875,67,67,B
208882,24,24,B
209020,42,42,B
209094,77,77,A
209175,94,94,C
209284,22,22,C
209315,25,25,B
209435,35,35,C
209460,6,6,AA
209638,102,102,B
209723,24,24,C
209815,14,14,B
209934,63,63,C
210027,48,48,B
210153,18,18,A
210159,31,31,A
210229,32,32,B
210424,42,42,A
210510,23,23,B
210607,23,23,B
210995,6,6,C
211107,120,120,A
211121,99,99,B
211198,1,1,AA
211208,53,53,C
211263,7,7,AA
211290,63,63,C
211319,43,43,B
211429,7,7,B
211993,53,53,AA
212234,29,29,B
212490,13,13,B
212510,7,7,B
212546,1,1,B
212555,5,5,B
212588,1,1,A
212812,44,44,B
212816,13,13,A
212922,237,237,C
212966,27,27,B
212977,2,2,C
213028,1,1,AA
213408,24,24,B
213698,58,58,B
213851,149,149,C
213999,19,19,B
214171,16,16,B
214245,162,162,C
214274,34,34,AA
214479,108,108,C
214889,27,27,A
214931,2,2,A
215076,105,105,B
215315,14,14,B
215471,179,179,C
215792,28,28,B
215830,49,49,B
216199,268,268,B
216340,7,7,B
216732,4,4,A
216849,24,24,B
216857,93,93,C
217064,7,7,B
217070,103,103,A
217309,15,15,B
217337,14,14,B
217362,10,10,C
217389,47,47,B
217595,32,32,B
217824,11,11,C
218044,10,10,B
218329,126,126,B
218372,4,4,A
218375,14,14,AA
218498,42,42,A
218523,88,88,B
218672,43,43,C
218704,128,128,B
218823,132,132,B
218847,44,44,B
219264,71,71,C
219346,14,14,A
219363,224,224,C
219377,51,51,B
219808,19,19,B
219851,156,156,C
219915,15,15,B
219938,7,7,A
219978,9,9,B
220043,19,19,B
220047,131,131,B
220059,11,11,B
220172,28,28,A
220191,70,70,B
220230,66,66,B
220412,62,62,AA
220445,1,1,B
220780,41,41,A
220829,13,13,A
221112,84,84,B
221135,4,4,A
221494,39,39,B
221747,67,67,B
221855,1,1,B
221977,5,5,C
221995,7,7,C
222108,85,85,C
222648,14,14,B
222749,35,35,C
222839,56,56,B
222879,70,70,B
223536,13,13,B
223601,95,95,B
223703,13,13,B
223775,113,113,B
223780,70,70,B
224308,59,59,B
224371,86,86,C
224429,120,120,B
224472,0,0,C
224740,24,24,B
224747,106,106,C
224809,59,59,B
224825,5,5,B
225128,25,25,C
225184,15,15,B
225221,2,2,B
225284,14,14,AA
225366,41,41,B
225629,62,62,C
225811,9,9,AA
225866,50,50,B
225975,84,84,A
226007,0,0,C
226028,96,96,B
226331,14,14,B
226761,63,63,C
227196,2,2,B
227197,29,29,C
227443,5,5,C
227507,6,6,B
227552,85,85,B
227602,14,14,B
227722,235,235,C
227760,7,7,A
227984,12,12,A
228086,43,43,B
228142,114,114,B
228366,5,5,B
228528,15,15,B
228689,42,42,B
228748,191,191,B
228824,62,62,C
228961,20,20,B
228970,31,31,B
229042,96,96,C
229103,20,20,B
229386,30,30,B
229401,27,27,B
229451,14,14,A
229614,41,41,B
229617,8,8,AA
229628,1,1,AAA
229647,217,217,C
229691,26,26,AA
229743,41,41,AA
229892,175,175,C
229898,8,8,AA
230171,0,0,B
230215,46,46,A
230217,55,55,C
230387,175,175,C
230489,31,31,C
230514,29,29,A
230535,8,8,AAA
230584,6,6,C
230777,57,57,A
231200,17,17,C
231357,3,3,B
231359,69,69,B
231526,243,243,C
231805,0,0,B
232124,8,8,B
232588,50,50,B
233139,13,13,A
234113,4,4,B
234919,10,10,A
234920,184,184,C
235341,195,195,B
235426,104,104,B
235539,65,65,B
235632,67,67,C
236088,10,10,B
236317,51,51,B
236378,30,30,B
236757,104,104,C
236897,136,136,B
237016,56,56,C
237152,0,0,AA
237210,35,35,C
237275,31,31,C
237287,84,84,B
237383,61,61,B
237488,64,64,B
237589,40,40,B
237627,153,153,B
237628,88,88,B
237644,187,187,C
237652,1,1,C
238011,90,90,B
238124,15,15,AA
238141,59,59,B
238191,18,18,A
238317,32,32,B
238382,16,16,C
238385,6,6,B
238471,10,10,A
238789,9,9,AA
238821,19,19,A
238866,2,2,AA
239050,204,204,B
239127,26,26,C
239264,56,56,B
239691,17,17,B
239786,38,38,B
239791,22,22,B
239868,7,7,B
239944,114,114,B
239959,33,33,C
239967,33,33,B
240089,4,4,B
240126,142,142,C
240234,71,71,B
240358,7,7,B
240373,183,183,C
240378,4,4,AA
240414,73,73,B
241090,18,18,A
241159,126,126,C
241233,285,285,C
241699,66,66,B
241812,0,0,B
242033,21,21,C
242117,186,186,B
242358,35,35,B
242594,56,56,C
242666,7,7,C
243090,58,58,C
243201,230,230,C
243283,4,4,B
243305,2,2,AA
243378,7,7,A
243618,2,2,C
243752,109,109,C
244005,42,42,B
244271,49,49,B
244396,7,7,A
244589,118,118,B
244761,21,21,A
244778,1,1,B
244984,44,44,C
245196,13,13,AA
245232,11,11,C
245236,21,21,B
245456,5,5,B
245684,64,64,B
245748,106,106,C
245780,13,13,B
245945,45,45,A
246048,41,41,B
246079,4,4,A
246124,45,45,B
246275,95,95,B
246314,251,251,C
246434,17,17,C
246474,28,28,B
246486,54,54,C
247180,15,15,B
247328,12,12,B
247329,13,13,B
247811,60,60,B
248007,55,55,B
248110,64,64,B
248179,45,45,B
248301,18,18,B
248346,77,77,B
248428,63,63,B
248543,132,132,B
248682,0,0,B
248809,176,176,B
249037,199,199,B
249162,75,75,B
249302,10,10,AA
249496,3,3,A
249722,19,19,B
249913,6,6,AA
249986,10,10,C
250029,20,20,C
250277,6,6,A
250351,63,63,B
250451,52,52,C
250452,59,59,B
250827,1,1,B
250976,14,14,B
251066,99,99,B
251155,228,228,B
251162,11,11,C
251210,37,37,C
251296,6,6,B
251330,56,56,A
251368,0,0,A
251490,109,109,C
251545,10,10,B
251548,30,30,B
251562,15,15,B
251595,244,244,C
251622,18,18,C
251719,95,95,C
251769,31,31,A
251826,83,83,C
251894,33,33,B
252633,15,15,AA
252680,56,56,B
252880,32,32,C
252960,21,21,AA
253104,21,21,A
253131,145,145,B
253370,46,46,B
253383,94,94,C
253531,0,0,B
253552,34,34,A
253730,1,1,B
253802,16,16,B
253844,21,21,B
253986,98,98,B
254157,109,109,B
254245,98,98,B
254258,85,85,B
254455,78,78,AA
254565,147,147,B
254605,13,13,B
254962,26,26,B
255028,48,48,B
255629,95,95,B
255701,19,19,B
255851,40,40,B
255867,21,21,B
256062,4,4,B
256090,62,62,B
256347,221,221,C
256382,17,17,B
256444,4,4,AAA
256536,20,20,AA
256626,312,312,B
256932,32,32,B
256933,35,35,B
257131,8,8,A
257160,3,3,A
257451,27,27,B
257510,2,2,C
257819,0,0,B
258023,14,14,C
258287,10,10,C
258395,0,0,C
258498,0,0,B
258573,7,7,B
258627,110,110,C
258798,109,109,B
259044,22,22,B
259192,3,3,A
259246,123,123,C
259499,11,11,A
259528,2,2,B
259760,164,164,C
259990,118,118,B
260302,28,28,A
260621,50,50,C
260632,3,3,C
260733,5,5,C
260937,46,46,B
260938,0,0,C
261034,21,21,A
261090,70,70,C
261178,54,54,B
261204,20,20,B
261253,19,19,B
261294,55,55,B
261353,0,0,B
261477,24,24,B
261628,16,16,A
261675,27,27,C
261799,194,194,C
261981,97,97,B
262103,11,11,AA
262119,6,6,A
262374,3,3,B
262426,29,29,B
262431,4,4,B
262440,24,24,B
262635,40,40,C
262723,28,28,C
262818,102,102,C
262819,15,15,A
262857,52,52,C
262901,77,77,B
262905,6,6,C
262968,27,27,C
263029,2,2,B
263034,39,39,B
263154,35,35,A
263276,33,33,B
263427,20,20,B
263467,154,154,B
263485,4,4,B
263819,9,9,B
264046,32,32,B
264078,15,15,C
264125,16,16,C
264151,70,70,B
264281,12,12,AA
264321,147,147,C
264457,12,12,B
264604,84,84,C
264627,28,28,A
264815,57,57,C
264874,26,26,C
264876,23,23,B
265257,4,4,B
265300,57,57,C
265336,29,29,B
265498,32,32,B
265894,8,8,A
266160,93,93,C
266245,15,15,B
266257,40,40,B
266321,79,79,B
266336,45,45,C
266461,6,6,C
266494,54,54,B
266517,14,14,A
266565,65,65,B
266626,9,9,B
266726,14,14,B
266798,20,20,B
266888,27,27,B
267113,28,28,C
